Loan ID,Loan Title,Loan Purpose,Amount Requested,Interest Rate,APR,Loan Length,Amount Funded,Number of Lenders,Expiration Date,Status,Application Date,CREDIT Rating,Home Ownership,Monthly Income,Debt-To-Income Ratio,FICO Range,Earliest CREDIT Line,Open CREDIT Lines,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Accounts Now Delinquent,Delinquent Amount,Delinquencies (Last 2 yrs),Months Since Last Delinquency,Public Records On File,Months Since Last Record,Loan Description,Location,Education,Employment Length
"973852","Medical","medical","6000.00","8.90%","10.99%","36 months","3550.00","41","2011-10-15","In-Funding","2011-10-01","A5","MORTGAGE","6250.00","19.02%","714-749","2000-04-01","11","24","31299","68.6%","3","0","0","0","","0","","  Borrower added on 10/02/11 > Prospective lender,<br/>I intend to use the funds to pay for medical expenses that my insurance would not cover. I have an excellent history of timely repayment and very stable employment. My monthly budget is more than sufficient to ensure the obligation of this loan is paid. Thank you for your consideration.<br/>","Saint Petersburg, FL","","6 years"
"966874","Moving Expenses","moving","5000.00","8.90%","10.99%","36 months","3075.00","32","2011-10-15","In-Funding","2011-10-01","A5","RENT","1200.00","6.58%","714-749","2005-06-28","3","5","3411","63.2%","0","0","0","0","","0","","","Brick, NJ","","1 year"
"973176","Citi And BoA Consolidation","credit_card","34000.00","9.91%","12.74%","36 months","14825.00","51","2011-10-15","In-Funding","2011-10-01","B1","MORTGAGE","13333.33","23.61%","750-779","1998-12-07","17","41","47280","45.2%","3","0","0","0","","0","","  Borrower added on 10/01/11 > This loan is to get me on a fixed lower interest amount to pay off two major credit card balances - one from Citibank $20,400 at 19.99% interest, and a bank of america balance of $13500 at 12.99% interest.   A fixed three year period at the lower interest will provide the opportunity to get this to zero balnce in 3 years or less.<br/>","Montgomery, TX","","4 years"
"973919","Credit Card Payoff","credit_card","10000.00","11.71%","14.57%","36 months","9625.00","107","2011-10-15","In-Funding","2011-10-01","B3","MORTGAGE","6666.67","15.51%","679-713","1995-02-27","11","20","11711","85.5%","0","0","0","0","","1","93","  Borrower added on 10/01/11 > I plan to use these funds to become debt free and enhance my credit rating. My job is very secure as you can verify with my employer. Also Ive have a long term history of both residence and employmentAs many of us have experienced  I too fell victim to the old bait and switch scam of our creditors. Paying every month not charging more and getting nowhere.<br/> Borrower added on 10/01/11 > done<br/>","Dallas, TX","","6 years"
"973412","Debt Consolidation Loan","debt_consolidation","4500.00","7.90%","9.98%","36 months","2400.00","37","2011-10-15","In-Funding","2011-10-01","A4","MORTGAGE","5833.33","22.44%","679-713","1998-12-08","11","29","31903","69.8%","0","0","0","0","","0","","  Borrower added on 10/01/11 > Thank you for the funding<br/> Borrower added on 10/01/11 > thank you<br/>","Newington, CT","","10+ years"
"974359","Debt Consolidation Loan","debt_consolidation","18400.00","9.91%","12.74%","36 months","12700.00","100","2011-10-16","In-Funding","2011-10-02","B1","RENT","5208.33","13.75%","714-749","1979-08-21","17","26","20554","47.3%","1","0","0","0","","0","","  Borrower added on 10/03/11 > I want to be debt free in 3 years or less and can't get anywhere with payments cause of inflated interst rates<br/>","Austin, TX","","3 years"
"971771","1968 Triumph","car","8000.00","6.03%","6.78%","36 months","4975.00","41","2011-10-16","In-Funding","2011-10-02","A1","MORTGAGE","5360.00","2.5%","750-779","2000-05-29","7","17","1166","21.1%","0","0","0","0","","0","","","Citrus Heights, CA","","10+ years"
"974662","personal","other","15850.00","11.71%","13.99%","60 months","12700.00","33","2011-10-16","In-Funding","2011-10-02","B3","RENT","2603.00","26.47%","714-749","1988-01-06","15","43","4726","19.5%","0","0","0","0","43","0","","","high point, NC","","n/a"
"974671","Medical Loan","medical","7000.00","7.51%","9.59%","36 months","3850.00","34","2011-10-16","In-Funding","2011-10-02","A3","RENT","3750.00","7.55%","714-749","2000-06-01","9","10","2540","13.1%","0","0","0","0","","0","","","San Francisco, CA","","2 years"
"892332","business startup","other","35000.00","19.91%","22.38%","60 months","11325.00","68","2011-10-16","In-Funding","2011-10-02","E4","MORTGAGE","5416.67","14.22%","714-749","2001-07-26","5","17","45819","93.9%","0","0","0","0","","0","","","wolcott, CT","","2 years"
"974756","Payoff CC Debt","debt_consolidation","6400.00","9.91%","12.74%","36 months","4825.00","60","2011-10-16","In-Funding","2011-10-02","B1","RENT","4166.67","19.99%","679-713","2000-12-28","15","36","10096","25.2%","1","0","0","0","","0","","  Borrower added on 10/02/11 > This loan is to payoff credit card debt on 3 credit cards.<br/> Borrower added on 10/03/11 > I'm having trouble paying down 3 balances w/ higher rates. Trying to consolidate into 1.<br/>","Seattle, WA","","< 1 year"
"787977","Business Loan","small_business","10075.00","12.42%","14.71%","60 months","9150.00","32","2011-10-17","In-Funding","2011-10-03","B4","OWN","2083.33","25.87%","714-749","2001-12-21","8","27","1520","21.7%","0","0","0","0","","0","","  Borrower added on 10/03/11 > The funds will be use to purchase a beauty salon.<br/>null","HIALEAH, FL","","< 1 year"
"975062","Consolidation Loan","debt_consolidation","28000.00","14.65%","16.99%","60 months","23950.00","59","2011-10-17","In-Funding","2011-10-03","C3","MORTGAGE","13025.00","17.6%","714-749","1996-02-24","12","46","26523","54.7%","4","0","0","0","","0","","  Borrower added on 10/03/11 > Loan to consolidate all revolving credit.  Will pay off faster with a consolidated loan.<br/>null","Uniontown, OH","","1 year"
"816712","Consumer loan","home_improvement","8250.00","7.51%","9.59%","36 months","3425.00","28","2011-10-17","In-Funding","2011-10-03","A3","MORTGAGE","3583.33","28.05%","750-779","1999-05-09","6","14","6288","86.1%","2","0","0","0","","0","","","Carlisle, AR","","3 years"
"975968","Software Purchase for Business","small_business","4000.00","6.62%","7.99%","36 months","1500.00","41","2011-10-17","In-Funding","2011-10-03","A2","MORTGAGE","8083.33","8.67%","750-779","1990-04-26","6","22","1500","34.9%","2","0","0","0","","0","","","Ithaca, NY","","5 years"
"975150","Debt Consolidation Loan","debt_consolidation","3000.00","6.03%","6.78%","36 months","825.00","20","2011-10-17","In-Funding","2011-10-03","A1","MORTGAGE","3500.00","14.26%","750-779","1997-11-15","13","39","2993","8.1%","3","0","0","0","40","0","","  Borrower added on 10/03/11 > consolidate loan<br/>","chico, CA","","10+ years"
"975995","Debt Consolidation Loan","debt_consolidation","6000.00","7.51%","9.59%","36 months","3400.00","35","2011-10-17","In-Funding","2011-10-03","A3","MORTGAGE","6250.00","8.74%","714-749","1998-10-11","7","18","24391","75.5%","2","0","0","0","","0","","  Borrower added on 10/03/11 > I will use these funds to pay off Credit Card Debt. I have always paid my bills on time and this will be very helpful to pay off some higher interest debt.<br/><br/>Thank you.<br/>","Paw Paw, MI","","6 years"
"975094","Credit Card Loan","credit_card","30000.00","11.71%","13.99%","60 months","23475.00","37","2011-10-17","In-Funding","2011-10-03","B3","MORTGAGE","5250.00","8.04%","750-779","1999-05-09","9","24","12837","27.8%","0","0","0","0","","0","","  Borrower added on 10/03/11 > I'm a hardworking individual who is ready to get rid of credit cards for good. I could just keep transferring balances for 0%, but I'm ready to just pay off my balances and be done. I take pride in my credit and always pay my bills on time. Credit cards are just an &quot;endless&quot; cycle. I thank you for considering my loan application. I look forward to any questions you may have. Thank You<br/>","Bossier City, LA","","10+ years"
"976762","Credit Card Loan","credit_card","3500.00","12.69%","15.56%","36 months","2900.00","68","2011-10-17","In-Funding","2011-10-03","B5","RENT","3958.00","21.15%","660-678","1993-11-06","7","20","3482","82.9%","0","0","0","0","34","0","","  Borrower added on 10/03/11 > Thank you  for this opportunity,to apply  for this loan<br/> Borrower added on 10/03/11 > I will payoff 3 credit card all i have<br/>","MURRIETA, CA","","10+ years"
"976782","Help me get out of debt and start over","credit_card","24000.00","14.65%","16.99%","60 months","20825.00","51","2011-10-17","In-Funding","2011-10-03","C3","MORTGAGE","8333.33","18.85%","714-749","1999-01-09","6","29","15293","71.8%","3","0","0","0","","0","","  Borrower added on 10/03/11 > I will be using this to pay off some credit card debt that I accumulated. I ran into a rut and needed to use the credit card. I have a stable job, a decent salary and I am in a field with a growing market, even in this economy.<br/> Borrower added on 10/04/11 > I just want to add that some of my credit card &quot;debt&quot; is financed at 0%, which I will obviously keep on that card and not use the proceeds of this loan for that.<br/>","Passaic, NJ","","10+ years"
"976841","Life","major_purchase","12000.00","6.62%","7.99%","36 months","4100.00","13","2011-10-17","In-Funding","2011-10-03","A2","RENT","3400.00","9.44%","714-749","2006-04-02","6","10","6744","22.1%","0","0","0","0","","0","","  Borrower added on 10/04/11 > We have several large expenses that are coming up in the next few months, in addition we are planning to pay off our car and get rid of the high interest rate on our auto loan.<br/>","Tujunga, CA","","2 years"
"968854","wedding loan","wedding","22800.00","12.69%","15.56%","36 months","8700.00","34","2011-10-18","In-Funding","2011-10-04","B5","MORTGAGE","3500.00","16.69%","714-749","2006-05-27","3","3","0","0%","0","0","0","0","","0","","","warren, MI","","6 years"
"976962","DEBT CONSOLIDATION","debt_consolidation","10000.00","14.65%","18.31%","36 months","3100.00","66","2011-10-18","In-Funding","2011-10-04","C3","MORTGAGE","5025.00","15.3%","660-678","1999-08-08","9","33","8198","43.4%","2","0","0","0","68","0","","  Borrower added on 10/04/11 > PAY OFF CREDIT CARDS, I'VE BEEN EMPLOYED WITH THE SAME COMPANY FOR 27 YEARS.I'M HARDWORKING AND HONEST AND I PAY MY BILLS ON TIME.I'M TRYING TOO NAVIGATE THROUGH THESE ECONOMIC TIMES.MY MONTHLY BUDGET IS APPROXIMATELY $2075 LESS CREDIT CARD PAYMENTS<br/>null","DETROIT, MI","","10+ years"
"970938","CC Refi","credit_card","7200.00","11.71%","14.57%","36 months","4425.00","54","2011-10-18","In-Funding","2011-10-04","B3","MORTGAGE","4833.33","7.82%","679-713","2004-12-07","10","16","13512","45.8%","0","0","0","0","","0","","  Borrower added on 10/04/11 > Greetings to all potential investors,<br/>I plan to use the funds to consolidate some credit card debt, thereby saving money and making budgeting simpler.<br/>Thank you for the consideration.<br/>","Chicago, IL","","7 years"
"977211","Debt Consolidation","debt_consolidation","8500.00","12.42%","15.29%","36 months","1975.00","24","2011-10-18","In-Funding","2011-10-04","B4","MORTGAGE","5200.00","8.94%","714-749","2001-08-27","5","11","3955","98.9%","0","0","0","1","22","0","","","St. Clairsville, OH","","3 years"
"977232","Viking Pool Loan","home_improvement","25000.00","18.64%","21.08%","60 months","675.00","17","2011-10-18","In-Funding","2011-10-04","E1","MORTGAGE","3833.33","5.09%","714-749","1990-06-26","3","5","9919","62%","2","0","0","0","","0","","  Borrower added on 10/04/11 > for therapy pool in back yard<br/>","Sonoma, CA","","n/a"
"977276","Debt Consolidation","debt_consolidation","18000.00","7.90%","9.98%","36 months","325.00","11","2011-10-18","In-Funding","2011-10-04","A4","RENT","4500.00","19.69%","714-749","2000-10-31","7","18","22429","43.6%","0","0","0","0","","0","","","PORT TOWNSEND, WA","","5 years"
"977291","Personal Consolidation Loan","debt_consolidation","6000.00","9.91%","12.74%","36 months","1425.00","32","2011-10-18","In-Funding","2011-10-04","B1","OWN","3000.00","7.1%","714-749","2002-01-24","2","11","2877","79.9%","0","0","0","0","","0","","  Borrower added on 10/04/11 > I would like this loan to consolidate debt.  I appreciate all you can do.  I have an excellent credit score and would like to just pay this loan as my one bill a month<br/>","Brooklyn, NY","","6 years"
"974297","Pay Down ","debt_consolidation","28000.00","8.90%","10.99%","36 months","925.00","13","2011-10-18","In-Funding","2011-10-04","A5","MORTGAGE","10000.00","4.95%","714-749","1983-12-30","6","24","34525","78.5%","0","0","0","0","","0","","  Borrower added on 10/04/11 > This loan is for consolidation of other higher interest loans.  This is my second time I took a loan and paid the first one off over a year early. Thank you for your consideration.<br/>null","Floral Park, NY","","6 years"
"977294","New roof for house","debt_consolidation","12000.00","22.35%","24.88%","60 months","775.00","15","2011-10-18","In-Funding","2011-10-04","F5","MORTGAGE","7227.46","23%","660-678","2000-03-05","12","17","17760","99.2%","0","0","0","0","67","1","76","  Borrower added on 10/04/11 > Need to strip off three layers of shingles (last layer 18 years) off House and Garage and put on new shingles.<br/>null","Escondido, CA","","4 years"
